Program,hasPrereqToMajor,prereqToMajorList,hasReqGenEds,reqGenEdsList,hasMajorCommonCore,majorCommonCoreList,hasThesisCapstone,ChooseThesisCapstone,hasMajorRestrictiveElectives,majorRestrictiveElectivesList,hasMajorUnrestrictedElectives,majorUnrestrictedElectives,hasRequiredMinor,minorName,otherGradReq
Integrated Business Experience (CERT),FALSE,,FALSE,,TRUE,"['ACCT 200', 'FINA 362', 'MGMT 230', 'MRKT 210']",FALSE,,TRUE,"[['credits_3', 'BUS 397', 'CIS 499']]",FALSE,,FALSE,,
Marketing (BS),TRUE,"['ACCT 200', 'BUS 295', 'CIS 101']",TRUE,"['ECON 201', 'MATH 130', ['credits_3', 'PHIL 120W', 'PHIL 205W', 'PHIL 222W', 'PHIL 224W', 'PHIL 226W', 'PHIL 240W']]",TRUE,"[['credits_34', 'ACCT 210', 'BLAW 200', 'ECON 202', 'ECON 207', 'FINA 362', 'IBUS 380', 'MGMT 230', 'MGMT 300', 'MGMT 346', 'MGMT 481', 'MRKT 210'], ['credits_21', 'MRKT 312', 'MRKT 316', 'MRKT 317', 'MRKT 318', 'MRKT 324', 'MRKT 341', 'MRKT 490']]",FALSE,,FALSE,,TRUE,"[['credits_6', 'BUS 397', 'MRKT 413', 'MRKT 415', 'MRKT 416', 'MRKT 420', 'MRKT 424', 'MRKT 428', 'MRKT 460', 'MRKT 480', 'MRKT 492', 'MRKT 494', 'MRKT 496', 'MRKT 498']]",FALSE,,
Sport Management (BS),TRUE,['HP 141'],TRUE,"['ENG 101', 'MATH 112', 'PSYC 101', 'SOC 101', ['credits_3', 'ECON 201', 'ECON 202'], ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['ACCT 200', 'HP 290', 'HP 325', 'HP 350', 'HP 435', 'HP 459', 'HP 462', 'HP 465', 'HP 468', 'HP 469']",FALSE,,TRUE,"[['credits_6', 'HP 437', 'HP 463', 'HP 464', 'HP 475', 'HP 497'], ['credits_9', 'HP 488', 'HP 496']]",FALSE,,TRUE,"['ANY_OF', 'Accounting', 'Athletic Coaching', 'Business Law', 'Esport Management', 'Financial Planning', 'Human Resources Management', 'Economics', 'Entrepreneurship and Innovation', 'International Business', 'Marketing', 'Advisor approved minors']",
Special Education: Academic and Behavioral Strategist (BS),TRUE,"['HLTH 240', 'MATH 201', ['credits_3', 'CDIS 205', 'HLTH 210']]",FALSE,,TRUE,"['SPED 333', 'SPED 401', 'SPED 404', 'SPED 406', 'SPED 407', 'SPED 408', 'SPED 409', 'SPED 410', 'SPED 411', 'SPED 412', 'SPED 413', 'SPED 414', 'SPED 422', 'SPED 448W', 'SPED 458', 'SPED 459']",FALSE,,FALSE,,FALSE,,FALSE,,
Family Consumer Science Education (BS),FALSE,,TRUE,"['FCS 100', 'FCS 140', 'HLTH 240']",TRUE,"['FCS 101', 'FCS 120', 'FCS 150', 'FCS 270', 'FCS 275', 'FCS 284', 'FCS 301', 'FCS 331', 'FCS 340', 'FCS 400', 'FCS 414W', 'FCS 478', 'FCS 484', 'FCS 488', 'HLTH 311']",FALSE,,FALSE,,FALSE,,FALSE,,
Nursing (BS),TRUE,"['BIOL 201', 'BIOL 202', 'FCS 242', 'NURS 236', 'NURS 282']",TRUE,"['BIOL 271', 'CHEM 111', 'ENG 101', 'KSP 235', 'NURS 286', 'PSYC 101', 'STAT 154']",TRUE,"['NURS 310', 'NURS 311', 'NURS 312', 'NURS 313', 'NURS 317', 'NURS 350W', 'NURS 351', 'NURS 353', 'NURS 356', 'NURS 357', 'NURS 410', 'NURS 411', 'NURS 413', 'NURS 416', 'NURS 417', 'NURS 426', 'NURS 450', 'NURS 451', 'NURS 456', 'NURS 457', 'NURS 458']",FALSE,,FALSE,,FALSE,,FALSE,,
Electrical Engineering (BSEE),TRUE,"['EE 105', 'EE 106', 'EE 107', 'EE 230', 'EE 231', 'EE 234', 'EE 235', 'EE 240', 'MATH 122', 'MATH 321', 'PHYS 222', 'PHYS 232']",TRUE,"['CHEM 191', 'ENG 101', 'ENG 271W', 'MATH 121', 'PHYS 221', ['credits_3', 'ECON 201', 'ECON 202']]",TRUE,"['EE 241', 'EE 281', 'EE 282', 'EE 303', 'EE 304', 'EE 332', 'EE 333', 'EE 336', 'EE 337', 'EE 341', 'EE 342', 'EE 343', 'EE 350', 'EE 353', 'EE 358', 'EE 363', 'EE 368', 'EE 450', 'EE 467W', 'EE 477W', 'EE 482', 'MATH 223', 'PHYS 223', 'PHYS 233']",FALSE,,TRUE,"[{'rules' : [15,15], 'area_1' : ['EE 333', ['credits_12', 'CSI 350', 'EE 353', 'EE 453', 'EE 470', 'EE 471', 'EE 472', 'EE 473', 'EE 474', 'EE 475', 'EE 476', 'EE 479', 'EE 480', 'EE 481', 'EE 484', 'EE 485', 'EE 487', 'EE 489', 'ME 213'], 'area_2' : ['EE 390', ['credits_11', 'CSI 350', 'EE 353', 'EE 453', 'EE 333', 'EE 470', 'EE 471', 'EE 472', 'EE 473', 'EE 474', 'EE 475', 'EE 476', 'EE 479', 'EE 480', 'EE 481', 'EE 484', 'EE 485', 'EE 487', 'EE 489', 'ME 213']]}]",FALSE,,FALSE,,"[['credits_3', 'MATH 354', 'ME 291'], ['credits_3', 'BLAW 200', 'FINA 362', 'MGMT 230', 'MGMT 340', 'MRKT 210']]"
Accounting (BS),TRUE,"['ACCT 200', 'BUS 295', 'CIS 101', 'MATH 130', 'ECON 201']",TRUE,"['ECON 201', 'MATH 130', ['credits_3', 'PHIL 120W', 'PHIL 205W', 'PHIL 222W', 'PHIL 224W', 'PHIL 226W', 'PHIL 240W']]",TRUE,"['ACCT 210', 'BLAW 200', 'ECON 202', 'ECON 207', 'FINA 362', 'IBUS 380', 'MGMT 230', 'MGMT 300', 'MGMT 346', 'MGMT 481', 'MRKT 210',['credits_28', 'ACCT 220', 'ACCT 300', 'ACCT 301', 'ACCT 310', 'ACCT 320', 'ACCT 330', 'ACCT 400', 'ACCT 410', 'ACCT 421', 'BLAW 450']]",FALSE,,FALSE,,TRUE,"[['credits_0', 'BUS 397']]",FALSE,,
Aviation (BS) Aeronautics,FALSE,,TRUE,"['MATH 112', 'PHYS 101']",TRUE,"['AVIA 100', 'AVIA 101', 'AVIA 150', 'AVIA 201', 'AVIA 334', 'AVIA 432', 'AVIA 437', 'AVIA 445', 'GEOG 217']",FALSE,,FALSE,,FALSE,"[['credits_48', 'AVIA 100-499']]",FALSE,,
Aviation (BS) Aviation Management,FALSE,,TRUE,"['MATH 112', 'PHYS 101']",TRUE,"['AVIA 100', 'AVIA 101', 'AVIA 150', 'AVIA 201', 'AVIA 334', 'AVIA 432', 'AVIA 437', 'AVIA 445', 'GEOG 217', 'ACCT 200', 'BLAW 200', 'ECON 202', 'FINA 362', 'MGMT 230', 'MGMT 300', 'MGMT 340', 'MGMT 380', 'MGMT 472', 'MRKT 210']",FALSE,,TRUE,"[['credits_6', 'AVIA 343', 'AVIA 344', 'AVIA 443']]",FALSE,,FALSE,,
Aviation (BS) Professional Flight,FALSE,,TRUE,"['MATH 112', 'PHYS 101']",TRUE,"['AVIA 100', 'AVIA 101', 'AVIA 150', 'AVIA 201', 'AVIA 334', 'AVIA 432', 'AVIA 437', 'AVIA 445', 'GEOG 217', 'AVIA 151', 'AVIA 153', 'AVIA 240', 'AVIA 241', 'AVIA 243', 'AVIA 250', 'AVIA 251', 'AVIA 253', 'AVIA 338', 'AVIA 340', 'AVIA 360', 'AVIA 364', 'AVIA 436', 'AVIA 450', 'AVIA 451', 'AVIA 455']",FALSE,,FALSE,,FALSE,,FALSE,,
Aviation (BS) Unmanned Aircraft Systems,FALSE,,TRUE,"['MATH 112', 'PHYS 101']",TRUE,"['AVIA 100', 'AVIA 101', 'AVIA 150', 'AVIA 201', 'AVIA 334', 'AVIA 432', 'AVIA 437', 'AVIA 445', 'GEOG 217']",FALSE,,TRUE,"[['credits_6', 'AVIA 151', 'AVIA 153', 'AVIA 202', 'AVIA 241', 'AVIA 243', 'AVIA 250', 'AVIA 251', 'AVIA 253', 'AVIA 306', 'AVIA 333', 'AVIA 338', 'AVIA 340', 'AVIA 458', 'GEOG 473', 'GEOG 475', 'GEOG 485']]",FALSE,,FALSE,,
Policing Studies (BS),TRUE,"['CJ 101', 'CJ 255']",TRUE,"['CJ 101', 'CJ 255', 'POL 111', 'SOC 101', ['credits_3', 'ELE 222W', 'ETHN 150', 'GWS 225', 'GWS 225W', 'HIST 232', 'HIST 280', 'REHB 110W'], ['credits_3', 'ANTH 120', 'CSP 110', 'HLTH 210', 'PHIL 110', 'PHIL 115W', 'PHIL 120W', 'PHIL 205W', 'URBS 230', 'URBS 230W'], ['credits_3', 'ANTH 240', 'CDIS 205', 'COMM 203', 'ETHN 100', 'ETHN 101', 'GEOG 103', 'GWS 110', 'GWS 110W', 'HUM 281W', 'PSYC 219', 'SOC 208'], ['credits_3', 'AIS 101', 'AIS 210W', 'AIS 220W', 'ETHN 201W', 'ETHN 203W', 'ETHN 204W', 'GWS 120', 'GWS 120W', 'GWS 222'], ['credits_6', 'CHEM 134', 'CJ 225', 'COMM 280', 'ETHN 220W', 'GWS 230', 'HIST 250', 'HIST 268', 'HLTH 225', 'PHIL 240W', 'POL 101', 'POL 104', 'PSYC 101', 'PSYC 103W', 'SOC 150', 'SOWK 215', 'SOWK 215W', 'URBS 150']]",TRUE,"[['credits_16', 'CJ 202', 'CJ 231', 'CJ 232', 'CJ 233', 'CJ 242'], ['credits_28', 'CJ 310', 'CJ 321', 'CJ 322', 'CJ 331', 'CJ 332W', 'CJ 401', 'CJ 402', 'CJ 430W', 'CJ 432', 'CJ 433'], ['credits_2', 'CJ 371']]",FALSE,,TRUE,"[['credits_1', 'CJ 334', 'HP 103', 'HP 117', 'HP 130', 'HP 175', 'MSL 210'], ['credits_6', 'CJ 100-499', 'GWS 411']]",FALSE,,FALSE,,
Dental Hygiene (BS),TRUE,"[['credits_3', 'FCS 140', 'FCS 242'], ['credits_15', 'BIOL 201', 'BIOL 202', 'BIOL 271', 'CHEM 106', 'CHEM 111'], ['credits_1', 'DHYG 100', 'DHYG 101'], ['credits_2', 'DHYG 219', 'DHYG 225', 'DHYG 225']]",TRUE,"['ENG 101', 'PSYC 101', ['credits_4', 'SOC 101', 'SOC 150'], ['credits_3', 'COMM 100', 'COMM 102'], ['credits_4', 'SOC 202', 'STAT 154']]",TRUE,"['DHYG 311', 'DHYG 313', 'DHYG 321', 'DHYG 322', 'DHYG 326', 'DHYG 327', 'DHYG 328', 'DHYG 329', 'DHYG 331', 'DHYG 332', 'DHYG 333', 'DHYG 334', 'DHYG 420', 'DHYG 421', 'DHYG 422', 'DHYG 424', 'DHYG 425W', 'DHYG 426', 'DHYG 427', 'DHYG 428', 'DHYG 431', 'DHYG 432', 'DHYG 435', 'DHYG 437', 'DHYG 438', 'DHYG 439', 'DHYG 460', 'DHYG 461', 'DHYG 462']",FALSE,,FALSE,,TRUE,"[['credits_0', 'DHYG 336', 'DHYG 447']]",FALSE,,
Exercise Science (BS) General Exercise Science,FALSE,,TRUE,"['CHEM 111', 'CIS 100', 'ENG 101', 'FCS 140', 'MATH 112']",TRUE,"['BIOL 220', 'BIOL 330', 'HP 260', 'HP 290', 'HP 291', 'HP 314', 'HP 315W', 'HP 363', 'HP 392', 'HP 431', 'HP 439', 'HP 465', 'HP 466', 'HP 477', 'HP 486', 'HP 487']
",FALSE,,TRUE,"[['credits_2', 'HP 102', 'HP 103', 'HP 105', 'HP 113', 'HP 114', 'HP 117', 'HP 130', 'HP 146', 'HP 147', 'HP 148', 'HP 149', 'HP 150', 'HP 152', 'HP 153', 'HP 154', 'HP 155', 'HP 156', 'HP 157', 'HP 158', 'HP 159', 'HP 161', 'HP 166', 'HP 171', 'HP 172', 'HP 173', 'HP 175', 'HP 176', 'HP 177', 'HP 179', 'HP 180', 'HP 181', 'HP 182', 'HP 183', 'HP 191']]",TRUE,"[['credits_12', 'BIOL 270', 'BIOL 320', 'BIOL 324', 'BIOL 380', 'BIOL 417', 'BIOL 424', 'BIOL 433', 'BIOL 466', 'BIOL 474', 'CHEM 360', 'FCS 440', 'HLTH 210', 'HLTH 321', 'HLTH 451', 'HLTH 455', 'HP 313', 'HP 340', 'HP 415', 'HP 418', 'HP 451', 'HP 470', 'PSYC 343', 'PSYC 433', 'PSYC 436', 'PSYC 455', 'PSYC 460W', 'PSYC 466', 'HP 290', 'HP 291', 'HP 392', 'HP 487']]",FALSE,,
Exercise Science (BS) Practitioner,FALSE,,TRUE,"['BIOL 105', 'CHEM 201', 'CIS 100', 'ENG 101', 'MATH 115', 'PHYS 211', 'PSYC 101', 'STAT 154']",TRUE,"['BIOL 220', 'BIOL 330', 'HP 260', 'HP 290', 'HP 291', 'HP 314', 'HP 315W', 'HP 363', 'HP 392','HP 431', 'HP 439', 'HP 465', 'HP 466', 'HP 477', 'HP 486', 'HP 487', 'BIOL 106', 'CHEM 202','HLTH 321', 'PHYS 212', 'PSYC 343', 'PSYC 455']",FALSE,,TRUE,"[['credits_2', 'HP 102', 'HP 103', 'HP 105', 'HP 130', 'HP 146', 'HP 147', 'HP 148', 'HP 149', 'HP 150', 'HP 152', 'HP 153','HP 154', 'HP 155', 'HP 156', 'HP 157', 'HP 158', 'HP 159', 'HP 161', 'HP 166', 'HP 171', 'HP 172', 'HP 173', 'HP 175', 'HP 176', 'HP 177', 'HP 179', 'HP 180', 'HP 181', 'HP 182', 'HP 183', 'HP 191']]",TRUE,"[['credits_8', 'BIOL 270', 'BIOL 320', 'BIOL 324', 'BIOL 380', 'BIOL 417', 'BIOL 424', 'BIOL 433', 'BIOL 466', 'BIOL 474', 'CHEM 360', 'FCS 440', 'HLTH 210', 'HLTH 321', 'HLTH 451', 'HLTH 455', 'HP 313', 'HP 340', 'HP 415','HP 418', 'HP 451', 'HP 470', 'PSYC 343', 'PSYC 433', 'PSYC 436', 'PSYC 455', 'PSYC 460W', 'PSYC 466']]",FALSE,,
Applied Health Science (BS) Health Education & Promotion,FALSE,,TRUE,"['HLTH 101','HLTH 212', ['credits_3', 'CHEM 100', 'CHEM 104', 'CHEM 106', 'CHEM 111', 'CHEM 201'], ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['HLTH 260', 'HLTH 295', 'HLTH 360', 'HLTH 361W', 'HLTH 380W', 'HLTH 454', 'HLTH 460', 'HLTH 480', 'HLTH 482W', 'BIOL 201', 'BIOL 202']",FALSE,,TRUE,"[['credits_6', 'FCS 242', 'HLTH 209', 'HLTH 210', 'HLTH 240', 'HLTH 311', 'HLTH 321', 'HLTH 450', 'HLTH 451', 'HLTH 455', 'HLTH 465', 'HLTH 466', 'HLTH 475', 'HLTH 477'], ['credits_4', 'SOC 202', 'STAT 154']]",FALSE,,FALSE,,"[['credits_9', 'HLTH 496']]"
Applied Health Science (BS) Pre-Athletic Training,FALSE,,TRUE,"['BIOL 105', 'HLTH 101', 'HLTH 210', 'HLTH 212', 'PSYC 101', 'STAT 154', ['credits_3', 'CHEM 111', 'CHEM 201'], ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['HLTH 260', 'HLTH 295', 'HLTH 360', 'HLTH 361W', 'HLTH 380W', 'HLTH 454', 'HLTH 460', 'HLTH 480', 'HLTH 482W', 'BIOL 201', 'BIOL 202', 'FCS 242', 'HLTH 321', 'HP 314', 'PHYS 211']",FALSE,,TRUE,"[['HP 328', ['credits_6', 'HP 363', 'HP 431']]]",TRUE,"[['credits_0', 'HP 340', 'HP 415']]",FALSE,,
Applied Health Science (BS) Pre-Healthcare Administration,FALSE,,TRUE,"['BIOL 100', 'HLTH 101', 'HLTH 212', ['credits_3', 'CHEM 100', 'CHEM 104', 'CHEM 106', 'CHEM 111', 'CHEM 201'], ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['HLTH 260', 'HLTH 295', 'HLTH 360', 'HLTH 361W', 'HLTH 380W', 'HLTH 454', 'HLTH 460', 'HLTH 480', 'HLTH 482W','ACCT 200', 'ACCT 210', 'ECON 201', 'ECON 202', 'ECON 207', 'HLTH 321', 'HLTH 465', 'HLTH 475', 'MATH 112']",FALSE,,TRUE,"[['credits_3', 'HLTH 311', 'HLTH 450', 'HLTH 451', 'HLTH 455', 'HLTH 466', 'HLTH 477', 'HLTH 496']]",FALSE,,FALSE,,
Applied Health Science (BS) Pre-Occupational Therapy,FALSE,,TRUE,"['HLTH 101','HLTH 212', ['credits_3', 'CHEM 104', 'CHEM 106', 'CHEM 111', 'CHEM 201'], ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['HLTH 260', 'HLTH 295', 'HLTH 360', 'HLTH 361W', 'HLTH 380W', 'HLTH 454', 'HLTH 460', 'HLTH 480', 'HLTH 482W','BIOL 201', 'BIOL 202', 'HLTH 321', 'PSYC 101', 'PSYC 455', 'SOC 101'] ",FALSE,,TRUE,"[['credits_3', 'PHYS 101', 'PHYS 211'], ['credits_3', 'KSP 235', 'PSYC 343'], ['credits_4', 'SOC 202', 'STAT 154']]",FALSE,,FALSE,,
Applied Health Science (BS) Public Health,FALSE,,TRUE,"['HLTH 101', 'HLTH 212', ['credits_3', 'CHEM 100', 'CHEM 104', 'CHEM 106', 'CHEM 111', 'CHEM 201'], ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['HLTH 260', 'HLTH 295', 'HLTH 360', 'HLTH 361W', 'HLTH 380W', 'HLTH 454', 'HLTH 460', 'HLTH 480', 'HLTH 482W', 'BIOL 201', 'BIOL 202', 'HLTH 450', 'HLTH 465', 'HLTH 466', 'HLTH 475']",FALSE,,TRUE,"[['credits_3', 'FCS 242', 'HLTH 209', 'HLTH 210', 'HLTH 240', 'HLTH 311', 'HLTH 321', 'HLTH 451', 'HLTH 455', 'HLTH 477', 'HLTH 496'], ['credits_3', 'MATH 110', 'SOC 202', 'STAT 154']]",FALSE,,FALSE,,
Applied Leadership (BS),FALSE,,FALSE,,TRUE,"['AOS 301', 'AOS 488']",FALSE,,TRUE,"['ANY 300-499', ['credits_12', 'ANY 300-499'], ['credits_12', 'ANY 300-499'], ['credits_7', 'ANY 300-499']]",FALSE,,FALSE,,
Public Relations (BS),FALSE,,TRUE,['COMM 110'],TRUE," ['COMM 221W', 'COMM 233', 'COMM 306', 'COMM 315', 'COMM 425', 'COMM 498-take 4']",FALSE,,TRUE,"[['credits_16', 'COMM 312', 'COMM 330W', 'COMM 351', 'COMM 353', 'COMM 405', 'COMM 412', 'COMM 430', 'COMM 434W', 'COMM 440', 'COMM 465', 'COMM 470']]",FALSE,,TRUE,['ANY'],
Computer Information Technology (BS),FALSE,,TRUE,"['CIS 202W', 'ENG 101', 'MATH 115', 'MATH 121', 'STAT 154',  ['credits_3', 'COMM 100', 'COMM 102']]
",TRUE," ['CIS 121',  'CIS 122', 'CIS 223', 'CIS 224', 'CIS 340', 'CIS 350', 'CIS 360', 'CIS 380', 'CIS 440', 'CIS 497-take 3', 'ENG 271W']",FALSE,,TRUE,"[['credits_12', 'CIS 400-499 ']]",FALSE,,TRUE,"['ANY_BUT', 'Computer Science']",
Political Science (BS),FALSE,,FALSE,,TRUE,"['POL 111', 'POL 221', 'POL 241']",FALSE,,TRUE,"[[{'rules' : [24,16,8,8], 'area_1' : ['POL 260', 'POL 271', 'POL 321', 'POL 361', 'POL 420', 'POL 422', 'POL 423', 'POL 424', 'POL 426', 'POL 427', 'POL 428', 'POL 460', 'POL 461', 'POL 462', 'POL 463', 'POL 470', 'POL 471', 'POL 473', 'POL 474', 'POL 475', 'POL 476'], 'area_2' :  ['POL 231', 'POL 430', 'POL 431', 'POL 433', 'POL 434', 'POL 435', 'POL 436', 'POL 437', 'POL 438', 'POL 439', 'POL 440', 'POL 441', 'POL 442', 'POL 443', 'POL 444', 'POL 445', 'POL 446', 'POL 447', 'POL 448'], 'area_3' :  ['POL 311', 'POL 312', 'POL 313', 'POL 410', 'POL 414', 'POL 415', 'POL 450', 'POL 451', 'POL 453', 'POL 454', 'POL 455']}]]",TRUE,"[['credits_8', 'POL 100-499']]",TRUE,"['ANY_BUT', 'International Relations', 'Public Administration']","[['credits_8', 'LANG 100-499']]"
Interdisciplinary Studies (BS),FALSE,,FALSE,,TRUE,['IDST 496'],FALSE,,TRUE,"[['credits_15', 'ANY 300-499'], ['credits_15', 'ANY 300-499'], ['credits_15', 'ANY 300-499']]",FALSE,,FALSE,,
Automotive Engineering Technology (BS),TRUE,"['AET 102', 'AET 160', 'AET 261', 'AET 262', 'EET 113', 'ENG 101', 'MATH 121', 'MET 142', 'MET 275', 'PHYS 211', ['credits_3', 'COMM 100', 'COMM 102']]",TRUE,"['CHEM 104', 'ECON 202', 'ENG 271W', 'STAT 154']",TRUE,"['AET 280', 'AET 334', 'AET 364', 'AET 366', 'AET 387', 'AET 436', 'AET 465', 'AET 468', 'AET 488W', 'AET 489W', 'MATH 122', 'MET 323', 'MET 324', 'MET 341', 'MET 375', 'MET 424', 'MET 425', 'PHYS 212']",FALSE,,FALSE,,FALSE,,FALSE,,
Social Work (BSSW),FALSE,,TRUE,"[['credits_3','ENG 213W','PHIL 110','PHIL 120W','PHIL 222W','PHIL 240W'], ['credits_3','BIOL 100','BIOL 102'], ['credits_3','ANTH 230','ANTH 240','ANTH 340','ENG 211W','ETHN 100','ETHN 101','ETHN 150','GEOG 103','HUM 281W','KSP 220W','PHIL 115W','PHIL 205W'], ['credits_3','AIS 101','AIS 210W','AIS 230W','AIS 240W','CDIS 290','ETHN 201W','ETHN 203W','ETHN 204W','GWS 110','GWS 110W','GWS 220','GWS 220W','GWS 225','GWS 225W','REHB 110W'], [{'rules' : [6,3,3], 'area_1' : ['ECON 100', 'ECON 201', 'ECON 202'], 'area_2' : ['POL 101', 'POL 104', 'POL 106', 'POL 111'], 'area_3' : ['SOC 101', 'SOC 150'], 'area_4' : ['URBS 150']}], ['credits_3','ECON 207','SOC 202','STAT 154'], ['credits_3','FCS 301','KSP 235','PSYC 343'], ['credits_4','PSYC 101']]",TRUE,"['SOWK 212', 'SOWK 215', 'SOWK 310', 'SOWK 316', 'SOWK 410', 'SOWK 435', 'SOWK 441', 'SOWK 443', 'SOWK 446', 'SOWK 450', 'SOWK 455']",FALSE,,TRUE,"[['credits_3', 'SOWK 415', 'SOWK 417', 'SOWK 419', 'SOWK 422', 'SOWK 425', 'SOWK 427', 'SOWK 430', 'SOWK 432']]",FALSE,,FALSE,,
Communication and Media (BS),FALSE,,FALSE,,TRUE,"['COMM 300', 'COMM 400', 'COMM 494']",FALSE,,TRUE,"[['credits_8', 'COMM 200-499'], ['credits_20', 'COMM 300-499']]",FALSE,,TRUE,['ANY'],
Civil Engineering (BSCE),TRUE,"['CIVE 201', 'MATH 121', 'MATH 122', 'MATH 223', 'MATH 321', 'ME 212', 'ME 214', 'ME 223', 'ME 291', 'PHYS 221', [{'rules' : [5,5], 'area_1' : ['CHEM 201'], 'area_2' : ['CHEM 191', 'GEOL 291']}]]",TRUE,"['ENG 101', 'ENG 271W', ['credits_3', 'ECON 201', 'ECON 202'], ['credits_6', 'GOAL 2', 'GOAL 5', 'GOAL 6'], ['credits_6', 'GOAL 7', 'GOAL 8', 'GOAL 9', 'GOAL 10']]",TRUE,"['CIVE 101', 'CIVE 145', 'CIVE 235', 'CIVE 271', 'CIVE 321', 'CIVE 340', 'CIVE 350', 'CIVE 360', 'CIVE 370W', 'CIVE 380', 'CIVE 401W', 'CIVE 402W', 'CIVE 435', 'CIVE 436', 'GEOL 121', ['credits_2', 'ME 241', 'ME 299'], ['credits_3', 'CIVE 446', 'CIVE 448']]",FALSE,,TRUE,"[[{'rules' : [4,4], 'area_1' : ['PHYS 222', 'PHYS 232'], 'area_2' : ['PHYS 223', 'PHYS 233']}], ['credits_9', 'CIVE 412', 'CIVE 415', 'CIVE 417', 'CIVE 432', 'CIVE 446', 'CIVE 447', 'CIVE 448', 'CIVE 452', 'CIVE 454', 'CIVE 458', 'CIVE 461', 'CIVE 465', 'CIVE 467', 'CIVE 470', 'CIVE 471', 'CIVE 475', 'CIVE 476', 'CIVE 478W', 'CIVE 481', 'CIVE 484'], ['credits_2','BIOL 270', 'BLAW 450', 'BLAW 453', 'BLAW 474', 'BLAW 476', 'CHEM 202', 'CHEM 305', 'CHEM 407', 'CIVE 300-489', 'CM 310', 'CM 330', 'CM 340', 'EE 300-489', 'EE 230', 'ENVR 440', 'ENVR 450', 'ENVR 460', 'GEOG 313', 'GEOG 315', 'GEOG 373', 'GEOG 410', 'GEOG 411', 'GEOG 413', 'GEOG 420', 'GEOG 439', 'GEOL 330', 'GEOL 449', 'GEOL 450', 'ME 300-489', 'URBS 437', 'URBS 438', 'URBS 471']]",FALSE,,FALSE,,
Information Security (CERT),TRUE,"['CIS 360', 'CIS 340']",FALSE,,FALSE,,FALSE,,TRUE,"['CIS 440', 'CIS 442', 'CIS 444', 'CIS 483']",FALSE,,FALSE,,
Finance (BS) Financial Planning and Insurance,TRUE,"['ACCT 200', 'BUS 295', 'CIS 101']",TRUE,"['ECON 201','MATH 130'], ['credits_3', 'PHIL 120W', 'PHIL 205W', 'PHIL 222W','PHIL 224W','PHIL 226W', 'PHIL 240W']]",TRUE,"['ACCT 210', 'BLAW 200', 'ECON 202', 'ECON 207', 'FINA 362', 'IBUS 380', 'MGMT 230', 'MGMT 300', 'MGMT 346', 'MGMT 481', 'MRKT 210'], 'FINA 458', 'FINA 459', 'FINA 466', 'FINA 470', 'ACCT 330', ['credits_12', 'FINA 400', 'FINA 460', 'FINA 462', 'FINA 464']]",FALSE,,FALSE,,FALSE,,FALSE,,
